datetime,avg_soil_moisture
2024-01-01 06:00:00,61.93511255030181
2024-01-01 07:00:00,69.89670774647888
2024-01-01 18:00:00,63.59381476358149
2024-01-01 19:00:00,63.38115757042254
2024-01-03 06:00:00,66.06551873742455
2024-01-03 07:00:00,69.36518988933602
2024-01-03 19:00:00,63.77857960261569
2024-01-05 06:00:00,55.6015360915493
2024-01-05 07:00:00,40.541668271545504
2024-01-05 19:00:00,42.7056468105827
2024-01-06 06:00:00,60.54107142857143
2024-01-06 07:00:00,53.721627263581496
2024-01-06 18:00:00,54.18697937625754
2024-01-06 19:00:00,51.268339411468816
2024-01-08 06:00:00,49.842968435613685
2024-01-08 07:00:00,50.427985412474854
2024-01-08 19:00:00,50.14554514587525
2024-01-10 06:00:00,46.103470824949696
2024-01-10 07:00:00,45.032488682092556
2024-01-10 19:00:00,40.890342399222924
2024-01-11 07:00:00,57.685781250000005
2024-01-11 18:00:00,58.09136089923726
2024-01-11 19:00:00,42.76940518108652
2024-01-12 06:00:00,
2024-01-13 06:00:00,42.210318158953726
2024-01-13 07:00:00,41.00878018108652
2024-01-13 18:00:00,45.39236795774649
2024-01-13 19:00:00,43.19857582997988
2024-01-15 06:00:00,42.945523138832996
2024-01-15 07:00:00,42.128837399396375
2024-01-15 19:00:00,38.103935487927565
2024-01-16 19:00:00,52.390101010101006
2024-01-17 06:00:00,29.994096428571428
2024-01-17 07:00:00,39.899772727272726
2024-01-17 19:00:00,38.14
2024-01-18 06:00:00,36.4200157193159
2024-01-18 07:00:00,29.977771629778672
2024-01-18 18:00:00,60.45672660965795
2024-01-18 19:00:00,69.06434167505031
2024-01-20 06:00:00,45.45227301307847
2024-01-20 07:00:00,51.163281091692
2024-01-20 18:00:00,50.949883426774235
2024-01-20 19:00:00,52.19012072434608
2024-01-22 06:00:00,35.30271315392355
2024-01-22 07:00:00,41.581466565349544
2024-01-22 19:00:00,32.67693827650013
2024-01-23 06:00:00,32.32769444444445
2024-01-23 07:00:00,37.18317254273504
2024-01-23 18:00:00,42.149004926108375
2024-01-23 19:00:00,34.948713531187124
2024-01-25 06:00:00,36.06542505030181
2024-01-25 07:00:00,36.95942152917505
2024-01-25 18:00:00,56.114073817907446
2024-01-25 19:00:00,59.68832369215292
2024-01-27 06:00:00,32.33967555331992
2024-01-27 07:00:00,37.553260814889335
2024-01-27 19:00:00,29.832107645875254
2024-01-28 07:00:00,
2024-01-28 18:00:00,
2024-01-28 19:00:00,25.253251424501425
2024-01-29 06:00:00,28.818375
2024-01-30 06:00:00,36.27962525150906
2024-01-30 07:00:00,29.55145309356137
2024-01-30 18:00:00,36.13970699195171
2024-01-30 19:00:00,25.928090417505032
2024-02-01 06:00:00,35.63315203722334
2024-02-01 07:00:00,37.940347711267606
2024-02-01 19:00:00,64.46842115191147
2024-02-02 19:00:00,67.16333333333334
2024-02-03 06:00:00,60.72858884245188
2024-02-03 07:00:00,44.64208557213931
2024-02-03 19:00:00,60.7173717948718
2024-02-04 06:00:00,41.95876339285715
2024-02-04 07:00:00,52.77627703722334
2024-02-04 18:00:00,41.82065077967807
2024-02-04 19:00:00,40.89770749496982
2024-02-06 06:00:00,27.481285840040243
2024-02-06 07:00:00,38.07007671026157
2024-02-06 19:00:00,35.57209066901409
2024-02-08 06:00:00,24.010890342052313
2024-02-08 07:00:00,29.520328167115906
2024-02-08 19:00:00,26.721338028169015
2024-02-09 06:00:00,13.3475
2024-02-09 07:00:00,32.7485
2024-02-09 18:00:00,37.02147516529592
2024-02-09 19:00:00,19.271346830985916
2024-02-10 06:00:00,
2024-02-11 06:00:00,29.39018045774648
2024-02-11 07:00:00,23.028803445674043
2024-02-11 18:00:00,38.84613996478873
2024-02-11 19:00:00,45.6526930331992
2024-02-13 06:00:00,27.5111276336074
2024-02-13 07:00:00,32.64435362173038
2024-02-13 19:00:00,29.373484029175053
2024-02-14 18:00:00,50.807500000000005
2024-02-14 19:00:00,12.481357758620689
2024-02-15 06:00:00,20.52273978908604
2024-02-15 19:00:00,19.915
2024-02-16 06:00:00,29.788297283702214
2024-02-16 07:00:00,18.657276138716355
2024-02-16 18:00:00,37.72406941649899
2024-02-16 19:00:00,20.590946998480245
2024-02-18 06:00:00,21.24169642857143
2024-02-18 07:00:00,19.4896795845998
2024-02-18 19:00:00,28.950301182092552
2024-02-20 06:00:00,16.040255192502535
2024-02-20 19:00:00,14.826345651362448
2024-02-21 06:00:00,17.450232558139533
2024-02-21 07:00:00,14.213132915400204
2024-02-21 18:00:00,28.724863002461035
2024-02-21 19:00:00,14.130436472250771
2024-02-23 06:00:00,22.714408953722334
2024-02-23 07:00:00,13.802163551079532
2024-02-23 18:00:00,22.227441524144872
2024-02-23 19:00:00,15.411557469818913
2024-02-25 06:00:00,15.707127867570387
2024-02-25 07:00:00,20.828273390342055
2024-02-25 19:00:00,18.362153380145944
2024-02-26 07:00:00,7.462481442205727
2024-02-26 18:00:00,25.55
2024-02-26 19:00:00,23.490147132796782
2024-02-28 06:00:00,33.67332997987927
2024-02-28 07:00:00,26.47588468309859
2024-02-28 18:00:00,25.994283199195173
2024-02-28 19:00:00,20.727011497944503
2024-03-01 06:00:00,25.84674610160966
2024-03-01 07:00:00,31.235673415492954
2024-03-01 19:00:00,27.562763455734405
2024-03-02 19:00:00,23.76451052631579
2024-03-03 06:00:00,36.47271031746032
2024-03-03 07:00:00,30.776135265700482
2024-03-04 06:00:00,27.673426182092555
2024-03-04 07:00:00,15.655193033199197
2024-03-04 18:00:00,29.677477992957748
2024-03-04 19:00:00,13.462362298792758
